expt_name,replication_flag,subjectID,order,age,gender,sessionNumber,game,gameLength,uc,m1,m2,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,rt1,rt2,rt3,rt4,rt5,rt6,rt7,rt8,rt9,rt10
vertex,0,2,0,22,0,0,55,10,2,40,28,41,37,23,40,27,28,45,28,42,45,1,1,2,2,1,2,1,2,1,1,NaN,NaN,NaN,NaN,2.47070000000008,0.412499999999909,0.353600000000597,0.420400000000427,0.651499999999942,0.589899999999489
vertex,0,2,0,22,0,0,56,5,1,40,52,40,34,58,58,48,NaN,NaN,NaN,NaN,NaN,1,1,2,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.39710000000059,NaN,NaN,NaN,NaN,NaN
vertex,0,2,0,22,0,0,57,10,3,60,52,56,67,51,59,70,45,75,66,61,60,2,1,2,2,1,2,1,1,1,1,NaN,NaN,NaN,NaN,1.10780000000091,0.94609999999966,0.256799999999885,0.202299999999696,0.0519000000003871,0.0570000000000164
vertex,0,2,0,22,0,0,58,10,2,40,36,36,38,46,35,20,45,42,40,49,26,2,2,1,1,2,1,2,1,1,1,NaN,NaN,NaN,NaN,1.78019999999947,0.56690000000026,1.66100000000006,0.91800000000012,0.501600000000735,0.0532999999998083
vertex,0,2,0,22,0,0,59,5,2,64,60,75,75,61,57,58,NaN,NaN,NaN,NaN,NaN,1,2,1,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.82020000000011,NaN,NaN,NaN,NaN,NaN
vertex,0,2,0,22,0,0,60,10,1,30,60,65,39,24,25,55,71,65,55,65,64,2,1,1,1,2,2,2,2,2,2,NaN,NaN,NaN,NaN,1.14900000000011,2.0163,0.368499999999813,0.0795999999995729,0.0036999999992986,0.0817000000001826
vertex,0,2,0,22,0,0,61,10,1,56,60,62,54,57,62,51,50,65,64,55,44,2,1,1,1,2,2,1,1,1,1,NaN,NaN,NaN,NaN,0.270299999999907,5.48500000000013,1.2157000000002,0.285499999999956,0.195400000000518,0.0899999999999181
vertex,0,2,0,22,0,0,62,5,2,60,40,54,42,57,48,58,NaN,NaN,NaN,NaN,NaN,1,2,1,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.5648999999994,NaN,NaN,NaN,NaN,NaN
vertex,0,2,0,22,0,0,63,10,3,60,52,56,62,51,53,57,39,42,36,67,58,2,1,2,2,1,2,1,2,1,1,NaN,NaN,NaN,NaN,1.08969999999908,1.44749999999999,0.590100000000348,0.599399999999378,0.534900000000334,0.368099999999686
vertex,0,2,0,22,0,0,64,10,1,60,80,65,60,58,81,82,89,72,73,91,67,1,1,1,2,2,2,2,2,2,2,NaN,NaN,NaN,NaN,1.63499999999999,0.250699999999142,0.117300000000796,0.0555999999994583,0.0892999999998665,0.0710999999996602
vertex,0,2,0,22,0,0,65,5,1,32,40,25,44,47,36,23,NaN,NaN,NaN,NaN,NaN,1,1,2,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.53409999999963,NaN,NaN,NaN,NaN,NaN
vertex,0,2,0,22,0,0,66,10,3,40,48,39,55,44,50,37,28,44,64,56,42,2,2,1,2,1,2,1,2,2,2,NaN,NaN,NaN,NaN,3.05170000000021,0.852700000000141,1.02459999999951,4.06849999999986,0.550200000000132,0.138600000000451
vertex,0,2,0,22,0,0,67,10,1,40,20,28,53,34,21,24,52,55,24,40,28,1,1,1,2,2,1,1,1,1,2,NaN,NaN,NaN,NaN,1.89970000000017,1.2212999999997,1.40629999999987,0.833799999999883,0.848299999999654,1.62770000000023
vertex,0,2,0,22,0,0,68,10,3,60,72,79,66,64,69,75,52,86,80,73,75,2,2,1,2,2,1,2,2,2,2,NaN,NaN,NaN,NaN,3.58899999999994,2.03759999999966,0.620499999999993,0.238100000000713,0.00739999999950669,0.0605999999995674
vertex,0,2,0,22,0,0,69,5,3,40,60,56,52,60,36,51,NaN,NaN,NaN,NaN,NaN,2,2,2,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.04929999999968,NaN,NaN,NaN,NaN,NaN
vertex,0,2,0,22,0,0,70,10,2,20,40,25,33,50,14,28,24,40,49,37,57,1,2,2,1,2,1,2,2,2,2,NaN,NaN,NaN,NaN,1.07190000000037,0.702999999999975,0.589200000000346,1.56779999999981,0.310700000000224,0.366599999999607
vertex,0,2,0,22,0,0,71,5,2,40,60,32,65,37,55,69,NaN,NaN,NaN,NaN,NaN,1,2,1,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.202800000000707,NaN,NaN,NaN,NaN,NaN
vertex,0,2,0,22,0,0,72,5,2,40,70,67,31,65,50,64,NaN,NaN,NaN,NaN,NaN,2,1,2,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.25009999999952,NaN,NaN,NaN,NaN,NaN
vertex,0,2,0,22,0,0,73,5,1,36,40,32,48,32,44,33,NaN,NaN,NaN,NaN,NaN,1,2,1,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.04729999999972,NaN,NaN,NaN,NaN,NaN
vertex,0,2,0,22,0,0,74,5,2,28,40,30,27,54,31,45,NaN,NaN,NaN,NaN,NaN,2,1,2,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.03540000000044,NaN,NaN,NaN,NaN,NaN
vertex,0,2,0,22,0,0,75,5,3,48,60,75,48,51,57,29,NaN,NaN,NaN,NaN,NaN,2,2,1,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.96630000000073,NaN,NaN,NaN,NaN,NaN
vertex,0,2,0,22,0,0,76,5,2,56,60,58,67,55,64,59,NaN,NaN,NaN,NaN,NaN,1,2,1,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.34560000000056,NaN,NaN,NaN,NaN,NaN
vertex,0,2,0,22,0,0,77,10,2,60,52,61,60,65,41,57,59,45,60,64,56,2,1,1,2,2,1,2,1,1,1,NaN,NaN,NaN,NaN,1.73559999999952,0.649700000000166,0.53239999999937,0.489000000000033,2.03770000000009,0.0349000000003343
vertex,0,2,0,22,0,0,78,5,2,52,60,52,49,58,61,64,NaN,NaN,NaN,NaN,NaN,1,1,2,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.998300000000654,NaN,NaN,NaN,NaN,NaN
vertex,0,2,0,22,0,0,79,10,3,60,72,66,79,60,63,67,69,53,72,66,62,2,2,1,2,1,2,1,2,2,2,NaN,NaN,NaN,NaN,1.98179999999979,2.30649999999991,0.727299999999786,0.267499999999927,2.0157999999999,0.400700000000143
vertex,0,2,0,22,0,0,80,5,3,40,60,57,52,60,45,50,NaN,NaN,NaN,NaN,NaN,2,2,2,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.32000000000016,NaN,NaN,NaN,NaN,NaN
